http://www.deutschland-angeln.de/archive/index.php?t-5512.html	LifeAndLeisure
http://blog.moneybag.de/hootoo-wlan-pan-tilt-ip-webcam-ein-erfahrungsbericht/comment-page-1/	Technology
http://www.diezeitschrift.de/42007/stichwort.htm	History
http://www.xborgforum.de/archive/index.php/t-124.html	LifeAndLeisure
http://www.openwirtschaft.de/pressemitteilung/handel/hfbe51z-neue_schutzmatten_in_attraktiven_farben.htm	Business
http://www.leselupe.de/blog/2008/01/27/Neue-Freunde/	FineArts
http://www.deutschland-angeln.de/archive/index.php?t-6573.html	LifeAndLeisure
http://www.q-test.de/virtuelle-bauernfaengerei-bei-nervenkrieg-test-680-006-005-003.html	Business
http://www.arche-heidelberg.de/index_home.htm	Beliefs
http://www.sofacoach.de/forum/archive/index.php/t-4-p-67.html	LifeAndLeisure
http://www.skodacommunity.de/skoda-forum/skoda-superb-i-forum/42167-autogasanlage-welcher-hersteller-ist-am-besten-f%C3%BCr-den-superb-1-geeignet/	Business
http://www.wrestling-infos.de/board/10221-wwe-bragging-rights-neuem-konzept.html	LifeAndLeisure
http://www.fantaxy.de/lokales-f184/nachrichtenboten-community-seite-31-kalenderwoche-t13363.html	FineArts
http://www.kostenlos.anzeigenbeamer.de/Verschiedenes_809/Jetzt-kostenlosen-Traffic-sichern..._21878.html	Business
http://www.wissen.lauftext.de/die-natur/die-zeit/kalendergeschichten.html	History
http://www.papyrus-magazin.de/archiv/2002_2003/maerz/3_4_2003_cairojazzclub.html	FineArts
http://www.probloggerworld.de/bloggerei-porno-skandal/388/	LifeAndLeisure
http://www.boote-magazin.de/test_technik/125-jahre-motorboot/a37603.html	History
http://www.modeopfer110.de/mode-know-how/modeklassiker-stilikonen/kelly-bag.html	FineArts
http://www.ihk-nuernberg.de/de/IHK-Magazin-WiM/WiM-Archiv/WIM-Daten/2010-06/Berichte-und-Analysen/Schwache-Leistung.html	Business
http://forum.kanu.de/archive/index.php/t-1807.html	LifeAndLeisure
http://gleisdreieck-blog.de/2009/12/17/kein-fusball-im-gleisdreieck-park/	LifeAndLeisure
http://www.katho-nrw.de/katho-nrw/hochschule/presse-oeffentlichkeitsarbeit/pressemitteilungen/pressearchiv/pressemitteilungen-von-2008-januar-bis-november/kinder-psychisch-kranker-eltern-04072007/	Medical
http://www.kostenlos.anzeigenbeamer.de/Modellbau_794/_/_/	Business
http://www.beamerforum.de/BBForum/archive/index.php/t-9184.html	LifeAndLeisure
http://www.yoga-aktuell.de/themen-bewusstsein/item/322-meisterschaft-%C3%BCber-den-geist.html	Beliefs
http://www.kitticat.de/archive/index.php/t-1564.html	LifeAndLeisure
http://www.henryk-broder.de/html/tb_spiegel.html	Beliefs
http://www.frauenworte.de/vbforum/archive/index.php/t-30177.html	Business
http://forum.effizienzgurus.de/f36/etwas-altes-opteron-170-auf-abit-ul8-sockel-939-a-t6764.html	LifeAndLeisure
http://www.fussball-sr.de/archive/index.php/t-2006.html	LifeAndLeisure
http://www.knx-professionals.de/forum/archive/index.php/t-243.html	Business
http://www.lau-net.de/TSV.Winkelhaid/bauehr.htm	Business
http://www.insulinclub.de/archive/index.php/t-11613.html	LifeAndLeisure
http://www.itas.fzk.de/tatup/103/esch10a.htm	PoliticsSociety
http://www.pc-max.de/forum/vorstellung-eigener-mods/32195-pc-max-projekt-cubino-3.html	LifeAndLeisure
http://www.whq-forum.de/invisionboard/lofiversion/index.php?t21510.html	PoliticsSociety
